snp,single
SNP9893,1009893
SNP9894,1009894
SNP9895,1009895
SNP9896,1009896
SNP9897,1009897
SNP9898,1009898
SNP9899,1009899
SNP9900,1009900
SNP9901,1009901
SNP9902,1009902
SNP9903,1009903
SNP9904,1009904
SNP9905,1009905
SNP9906,1009906
SNP9907,1009907
SNP9908,1009908
SNP9909,1009909
SNP9910,1009910
SNP9911,1009911
SNP9912,1009912
SNP9913,1009913
SNP9914,1009914
SNP9915,1009915
SNP9916,1009916
SNP9917,1009917
SNP9918,1009918
SNP9919,1009919
SNP9920,1009920
SNP9921,1009921
SNP9922,1009922
SNP9923,1009923
SNP9924,1009924
SNP9925,1009925
SNP9926,1009926
SNP9927,1009927
SNP9928,1009928
SNP9929,1009929
SNP9930,1009930
SNP9931,1009931
SNP9932,1009932
SNP9933,1009933
SNP9934,1009934
SNP9935,1009935
SNP9936,1009936
SNP9937,1009937
SNP9938,1009938
SNP9939,1009939
SNP9940,1009940
SNP9941,1009941
SNP9942,1009942
SNP9943,1009943
SNP9944,1009944
SNP9945,1009945
SNP9946,1009946
SNP9947,1009947
SNP9948,1009948
SNP9949,1009949
SNP9950,1009950
SNP9951,1009951
SNP9952,1009952
SNP9953,1009953
SNP9954,1009954
SNP9955,1009955
SNP9956,1009956
SNP9957,1009957
SNP9958,1009958
SNP9959,1009959
SNP9960,1009960
SNP9961,1009961
SNP9962,1009962
SNP9963,1009963
SNP9964,1009964
SNP9965,1009965
SNP9966,1009966
SNP9967,1009967
SNP9968,1009968
SNP9969,1009969
SNP9970,1009970
SNP9971,1009971
SNP9972,1009972
SNP9973,1009973
SNP9974,1009974
SNP9975,1009975
SNP9976,1009976
SNP9977,1009977
SNP9978,1009978
SNP9979,1009979
SNP9980,1009980
SNP9981,1009981
SNP9982,1009982
SNP9983,1009983
SNP9984,1009984
SNP9985,1009985
SNP9986,1009986
SNP9987,1009987
SNP9988,1009988
SNP9989,1009989
SNP9990,1009990
SNP9991,1009991
SNP9992,1009992
SNP9993,1009993
SNP9994,1009994
SNP9995,1009995
SNP9996,1009996
SNP9997,1009997
SNP9998,1009998
SNP9999,1009999
SNP10000,1010000
